,Unnamed: 0,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,insured_zip_class,policy_duration_days
209,209,1.25,IN,250/500,0.0,-2.0048170918979884,MALE,Associate,sales,reading,not-in-family,0.2537313432835821,0.6696669666966697,Parked Car,No Collision,Trivial Damage,Police,WV,Columbus,3327 Lincoln Drive,0.34782608695652173,0.0,NO,0.0,0.3333333333333333,NO,0.08205128205128205,-0.9114906832298136,0.07661341049188578,Suburu,Legacy,0.3500000000000085,0,0.1578947368421053,0.005983463881636205
210,210,-1.1666666666666667,OH,250/500,1.0,1.4935091099206097,FEMALE,High School,handlers-cleaners,movies,other-relative,0.0,1.0,Vehicle Theft,No Collision,Minor Damage,Police,NC,Hillsdale,8621 Best Ridge,0.30434782608695654,0.0,NO,1.0,0.0,NO,0.04755244755244755,-0.889751552795031,0.05044659705623349,Toyota,Corolla,1.0,0,0.1578947368421053,0.839425587467363
211,211,-0.08333333333333333,IN,500/1000,1.0,-0.8520801933965441,MALE,High School,priv-house-serv,skydiving,not-in-family,0.5960199004975124,1.0,Vehicle Theft,No Collision,Trivial Damage,,OH,Columbus,3878 Tree Lane,0.3913043478260869,0.0,Unknown,0.5,0.6666666666666666,Unknown,0.05501165501165501,-0.9565217391304348,0.06592024153981633,Dodge,RAM,0.20000000000000284,0,0.1578947368421053,0.3367058311575282
212,212,1.0,OH,100/300,0.3333333333333333,1.1549244023876422,MALE,High School,sales,yachting,other-relative,0.618905472636816,0.7173717371737174,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Riverwood,9760 Solo Lane,0.5217391304347826,0.6666666666666667,YES,1.0,1.0,YES,0.4,-0.38198757763975155,0.2689646496414644,Volkswagen,Passat,0.7000000000000028,0,0.9473684210526314,0.3185378590078329
213,213,0.16666666666666666,OH,500/1000,1.0,-0.15864330539213845,FEMALE,MD,prof-specialty,reading,wife,0.23880597014925373,1.0,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,9138 1st St,0.2608695652173913,0.6666666666666667,Unknown,0.5,0.0,Unknown,0.45314685314685316,0.4611801242236025,0.42709774814442075,Dodge,Neon,0.45000000000000284,1,0.052631578947368585,0.5504786771105309
214,214,-0.4166666666666667,IN,100/300,1.0,0.43530384887270007,FEMALE,JD,exec-managerial,cross-fit,wife,0.0,1.0,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Columbus,3414 Elm Ave,0.4782608695652174,0.0,YES,0.5,1.0,Unknown,0.31608391608391606,1.0574534161490683,0.7667631148572147,Suburu,Legacy,0.7000000000000028,1,0.10526315789473673,0.7939512619669278
215,215,0.4166666666666667,OH,100/300,0.3333333333333333,0.09311325313170908,MALE,PhD,craft-repair,bungie-jumping,other-relative,0.0,1.0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Springfield,3172 Tree Ridge,0.21739130434782608,0.6666666666666667,Unknown,0.5,0.6666666666666666,YES,0.3435897435897436,1.2406832298136645,0.7408479053969053,Audi,A3,0.5500000000000114,1,0.9473684210526314,0.778503046127067
216,216,-1.0,IL,100/300,1.0,-1.3591172466475347,FEMALE,High School,machine-op-inspct,base-jumping,unmarried,0.0,1.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Columbus,6104 Oak Ave,0.6086956521739131,0.0,NO,1.0,0.6666666666666666,NO,0.24522144522144523,0.5854037267080745,0.5946659957227324,Audi,A5,0.6500000000000057,0,0.0,0.35150130548302866
217,217,-0.8333333333333334,OH,250/500,0.3333333333333333,-0.9709925522566034,MALE,Masters,transport-moving,yachting,not-in-family,0.0,0.6426642664266426,Vehicle Theft,No Collision,Trivial Damage,,NC,Springfield,9742 5th Ridge,0.7391304347826086,0.0,Unknown,1.0,0.3333333333333333,NO,0.06713286713286713,-0.9363354037267081,0.06252358787268839,BMW,X5,0.45000000000000284,0,0.0,0.7918842471714534
218,218,0.6666666666666666,IL,500/1000,0.0,0.23845513351648795,FEMALE,MD,prof-specialty,exercise,not-in-family,0.24676616915422886,1.0,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Hillsdale,8782 3rd St,0.0,0.0,Unknown,1.0,1.0,Unknown,0.5958041958041959,-0.055900621118012424,0.6422191470625236,Saab,92x,0.15000000000000568,1,0.10526315789473673,0.7444516971279374
219,219,0.4166666666666667,OH,100/300,0.3333333333333333,1.060351788931744,MALE,College,priv-house-serv,camping,other-relative,0.0,1.0,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Northbrook,9798 Sky Ridge,0.9130434782608695,0.6666666666666667,NO,0.5,0.0,NO,0.4317016317016317,0.38975155279503104,0.5233362687130456,BMW,X6,0.20000000000000284,0,0.052631578947368585,0.8591166231505657
220,220,0.5,OH,250/500,1.0,1.6094302206081037,MALE,College,farming-fishing,base-jumping,other-relative,0.0,0.47254725472547254,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Hillsdale,5483 Francis Drive,0.7826086956521738,0.0,YES,0.5,0.6666666666666666,YES,0.5202797202797202,-0.18167701863354038,0.560699459051453,Honda,Civic,0.7000000000000028,1,0.9473684210526314,0.5432985204525674
221,221,0.9166666666666666,OH,250/500,0.0,0.7974087817625497,FEMALE,College,other-service,exercise,own-child,0.47562189054726367,1.0,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,2005 Texas Hwy,0.7391304347826086,0.0,NO,1.0,0.6666666666666666,NO,0.131002331002331,-0.17546583850931677,0.2465718958359542,Jeep,Grand Cherokee,0.8500000000000085,0,0.1578947368421053,0.2504351610095735
222,222,1.0,IL,500/1000,0.3333333333333333,-1.1389122099438962,FEMALE,High School,sales,yachting,husband,0.0,1.0,Single Vehicle Collision,Side Collision,Total Loss,Fire,NY,Hillsdale,6634 Texas Ridge,0.8260869565217391,0.0,YES,0.0,0.0,NO,0.41585081585081585,0.33695652173913043,0.39187319159642725,Chevrolet,Silverado,0.0,0,0.0,0.4831375108790252
223,223,1.0,IL,250/500,0.0,-0.2379318699662999,MALE,Associate,sales,board-games,wife,0.527363184079602,0.34743474347434744,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,0.7391304347826086,0.6666666666666667,Unknown,0.5,0.3333333333333333,NO,0.29557109557109557,-0.06366459627329192,0.5574286073719965,Mercedes,E400,0.0,0,0.9473684210526314,0.3604221061792863
224,224,0.0,IN,100/300,1.0,-1.0374146520884975,FEMALE,Associate,tech-support,kayaking,not-in-family,0.0,1.0,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Arlington,4955 Lincoln Ridge,1.0,0.6666666666666667,Unknown,0.0,1.0,YES,0.6051282051282051,0.967391304347826,0.652283306076236,Accura,MDX,0.6500000000000057,0,0.21052631578947345,0.9822671888598782
225,225,0.25,IN,500/1000,1.0,-0.181958650737202,MALE,Masters,exec-managerial,basketball,unmarried,0.2427860696517413,0.4554455445544554,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Springfield,7705 Best Ridge,0.17391304347826086,0.0,YES,0.0,0.3333333333333333,YES,0.34265734265734266,1.234472049689441,0.64637061265568,Jeep,Wrangler,0.20000000000000284,0,1.0,0.0587467362924282
226,226,1.1666666666666667,IL,250/500,0.3333333333333333,-0.05509694741854442,FEMALE,High School,other-service,paintball,own-child,0.0,0.6660666066606661,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Riverwood,5838 Pine Lane,0.08695652173913043,0.3333333333333333,YES,1.0,0.0,Unknown,0.31888111888111886,1.076086956521739,0.8596049817587118,Accura,RSX,0.75,0,0.052631578947368585,0.692123585726719
227,227,1.1666666666666667,IL,500/1000,0.3333333333333333,-0.8333951363186025,FEMALE,Associate,prof-specialty,bungie-jumping,not-in-family,0.0,1.0,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,7331 Sky Hwy,0.08695652173913043,0.0,Unknown,0.0,0.6666666666666666,NO,0.6055944055944056,-0.37577639751552794,0.3804252107183294,Toyota,Corolla,0.5,1,0.8947368421052633,0.5215404699738904
228,228,1.25,IL,100/300,0.0,1.7915685511156725,FEMALE,MD,craft-repair,kayaking,unmarried,0.0,0.4239423942394239,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Hillsdale,5640 Embaracadero Lane,0.43478260869565216,0.6666666666666667,YES,0.5,1.0,NO,0.30582750582750584,-0.029503105590062112,0.5768021134733928,Saab,93,1.0,0,0.10526315789473673,0.7356396866840731
229,229,-0.08333333333333333,IL,250/500,0.3333333333333333,3.2419551307885395,FEMALE,MD,farming-fishing,dancing,other-relative,0.0,0.38973897389738976,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,9610 Cherokee St,0.08695652173913043,0.0,Unknown,0.0,1.0,NO,0.6741258741258741,0.07453416149068323,0.7267580827777079,Accura,MDX,0.25,0,0.0,0.1987597911227154
230,230,-0.3333333333333333,OH,100/300,0.3333333333333333,-0.7075988090614065,FEMALE,High School,machine-op-inspct,base-jumping,wife,0.6527363184079602,0.38613861386138615,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,3550 Washington Ave,0.7826086956521738,0.0,NO,0.0,0.6666666666666666,YES,0.2275058275058275,-0.29037267080745344,0.5516417159391118,Honda,CRV,0.5,0,0.9473684210526314,0.016209747606614446
231,231,0.6666666666666666,OH,500/1000,0.3333333333333333,-0.48346007613083264,MALE,JD,prof-specialty,dancing,own-child,0.36716417910447763,0.504950495049505,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Arlington,5277 Texas Lane,0.7826086956521738,0.0,NO,1.0,1.0,YES,0.14219114219114218,-0.10093167701863354,0.30607623600452893,Volkswagen,Passat,0.5,0,0.21052631578947345,0.31190165361183636
232,232,0.3333333333333333,IN,250/500,0.0,-0.7530821716853443,FEMALE,Masters,machine-op-inspct,exercise,husband,0.3970149253731343,0.4581458145814581,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,3654 Cherokee Ave,0.30434782608695654,1.0,Unknown,1.0,0.3333333333333333,YES,0.32214452214452216,0.024844720496894408,0.6945527739338282,Toyota,Highlander,0.5500000000000114,0,0.052631578947368585,0.9720409051348999
233,233,-0.25,IL,100/300,1.0,-0.1531115450730113,MALE,MD,handlers-cleaners,paintball,own-child,0.6328358208955224,0.3816381638163816,Multi-vehicle Collision,Rear Collision,Major Damage,Police,OH,Hillsdale,7380 5th Hwy,0.8260869565217391,0.6666666666666667,Unknown,1.0,0.0,NO,0.675990675990676,1.203416149068323,0.6375644735186816,Nissan,Pathfinder,0.20000000000000284,0,0.10526315789473673,0.4118798955613577
234,234,-0.8333333333333334,IN,100/300,1.0,0.47275591503331094,MALE,JD,farming-fishing,polo,other-relative,0.0,0.7074707470747075,Multi-vehicle Collision,Front Collision,Major Damage,Other,PA,Riverwood,2539 Embaracadero Ridge,0.43478260869565216,0.6666666666666667,Unknown,0.0,0.6666666666666666,YES,0.24988344988344988,0.6164596273291926,0.47112844382941255,Audi,A5,1.0,1,0.10526315789473673,0.7745865970409052
235,235,1.3333333333333333,IN,100/300,1.0,1.023596314811319,MALE,Masters,transport-moving,kayaking,unmarried,0.0,0.7803780378037803,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,NY,Riverwood,4693 Lincoln Hwy,0.6956521739130435,0.6666666666666667,NO,0.5,0.0,Unknown,0.5948717948717949,-0.05745341614906832,0.7214743992955089,Nissan,Ultima,0.7000000000000028,0,0.10526315789473673,0.4378807658833768
236,236,-0.5,IN,100/300,0.3333333333333333,-0.8121285910917343,MALE,JD,craft-repair,golf,unmarried,0.0,1.0,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,2376 Sky Ridge,0.7391304347826086,0.0,YES,0.5,0.3333333333333333,NO,0.21305361305361306,-0.3385093167701863,0.40155994464712547,Dodge,RAM,0.20000000000000284,0,0.9473684210526314,0.020778938207136638
237,237,-1.0,IL,500/1000,1.0,-1.3287130528935156,MALE,MD,sales,cross-fit,own-child,0.4039800995024876,1.0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Columbus,1273 Rock Lane,0.08695652173913043,0.6666666666666667,NO,1.0,1.0,NO,0.6666666666666666,0.062111801242236024,0.718706755566738,Audi,A3,0.05000000000001137,1,0.9473684210526314,0.7097476066144474
238,238,0.25,OH,500/1000,1.0,1.4420842269539051,FEMALE,Associate,farming-fishing,reading,own-child,0.3313432835820896,0.9045904590459046,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,8281 Lincoln Lane,0.8260869565217391,0.0,Unknown,0.5,0.3333333333333333,Unknown,0.30116550116550117,0.9580745341614907,0.6492640583721223,Saab,92x,0.75,0,0.1578947368421053,0.947236727589208
239,239,-0.08333333333333333,IN,500/1000,0.3333333333333333,1.9346977273728003,FEMALE,Masters,farming-fishing,dancing,own-child,0.5373134328358209,1.0,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,6429 4th Hwy,0.0,0.0,YES,0.5,0.3333333333333333,Unknown,0.16456876456876457,-0.5,0.39879230091835455,Suburu,Legacy,0.20000000000000284,0,0.9473684210526314,0.896431679721497
240,240,0.4166666666666667,IL,250/500,0.3333333333333333,1.0737919177071056,FEMALE,MD,armed-forces,cross-fit,own-child,0.0,1.0,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2201 4th Lane,0.6956521739130435,0.0,Unknown,0.0,0.0,YES,0.2494172494172494,-0.21739130434782608,0.5375518933199145,Saab,92x,1.0,0,0.8947368421052633,0.057658833768494344
241,241,0.0,IL,100/300,1.0,1.1628327708438764,FEMALE,College,adm-clerical,skydiving,other-relative,0.0,0.3294329432943294,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,0.8695652173913043,0.0,YES,1.0,0.0,NO,0.3435897435897436,0.09627329192546584,0.7408479053969053,Chevrolet,Silverado,0.30000000000001137,1,0.1578947368421053,0.12434725848563968
242,242,0.16666666666666666,OH,500/1000,1.0,-1.1932054130760736,FEMALE,JD,exec-managerial,camping,other-relative,0.36716417910447763,0.5166516651665166,Parked Car,No Collision,Trivial Damage,,SC,Hillsdale,8404 Embaracadero St,0.43478260869565216,0.0,Unknown,1.0,0.3333333333333333,YES,0.02937062937062937,-0.9503105590062112,0.06252358787268839,Nissan,Ultima,0.30000000000001137,0,0.9473684210526314,0.32071366405570056
243,243,-0.16666666666666666,IL,100/300,1.0,0.09155616504188015,FEMALE,College,tech-support,paintball,own-child,0.5293532338308458,0.5157515751575157,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Riverwood,2117 Lincoln Hwy,0.9130434782608695,0.6666666666666667,Unknown,1.0,0.6666666666666666,NO,0.5081585081585082,0.6444099378881988,0.5476160523336269,Dodge,RAM,0.8500000000000085,0,0.1578947368421053,0.3722802436901653
244,244,-0.8333333333333334,OH,250/500,0.3333333333333333,-1.9767485302787118,MALE,Associate,armed-forces,board-games,other-relative,0.0,0.36723672367236726,Vehicle Theft,No Collision,Trivial Damage,,PA,Springfield,6359 MLK Ridge,0.13043478260869565,0.0,YES,0.5,0.6666666666666666,NO,0.029836829836829837,-0.9984472049689441,0.027299031324694932,Mercedes,E400,0.9500000000000028,0,0.10526315789473673,0.9622497824194952
245,245,1.0833333333333333,IN,500/1000,0.3333333333333333,1.1311992970189397,FEMALE,Associate,tech-support,golf,other-relative,0.6,0.7776777677767777,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Arlington,9751 Sky Ridge,0.30434782608695654,0.0,YES,0.0,1.0,YES,0.3515151515151515,1.2934782608695652,0.6631022770159769,Dodge,RAM,0.8500000000000085,1,0.10526315789473673,0.370213228894691
246,246,-0.8333333333333334,IL,250/500,0.3333333333333333,0.3448288356531918,FEMALE,JD,machine-op-inspct,golf,not-in-family,0.0,1.0,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Northbend,9020 Elm Ave,0.8260869565217391,0.0,YES,0.0,0.6666666666666666,YES,0.30116550116550117,-0.04503105590062112,0.5679959743363945,Saab,92x,0.6500000000000057,0,0.0,0.6243472584856397
247,247,0.5,OH,100/300,0.0,0.16941056953330427,FEMALE,JD,other-service,chess,own-child,0.0,0.6273627362736274,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,1830 Sky St,0.6521739130434783,0.6666666666666667,Unknown,0.0,0.3333333333333333,Unknown,0.7076923076923077,1.3090062111801242,0.8584727638696692,Chevrolet,Tahoe,0.75,1,0.10526315789473673,0.48357267188859876
248,248,-0.9166666666666666,IL,250/500,0.3333333333333333,-3.372637026807583,MALE,Masters,machine-op-inspct,golf,other-relative,0.25771144278606967,1.0,Parked Car,No Collision,Minor Damage,,SC,Hillsdale,6067 Weaver Ridge,0.30434782608695654,0.0,Unknown,0.0,1.0,NO,0.05501165501165501,-0.9565217391304348,0.051075606994590524,Mercedes,E400,0.7000000000000028,0,0.8947368421052633,0.3158181026979982
249,249,-0.6666666666666666,IN,250/500,1.0,-0.9459971908146203,FEMALE,High School,armed-forces,paintball,other-relative,0.0,0.5265526552655265,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NC,Arlington,1840 Embaracadero Ave,0.8260869565217391,0.0,Unknown,0.5,1.0,YES,0.2988344988344988,-0.052795031055900624,0.6442319788652661,Chevrolet,Malibu,0.30000000000001137,0,0.052631578947368585,0.5177328111401218
250,250,-0.8333333333333334,OH,250/500,0.0,0.03427171373713748,FEMALE,Associate,transport-moving,yachting,unmarried,0.472636815920398,0.7074707470747075,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,4058 Tree Drive,0.5652173913043478,0.3333333333333333,YES,0.0,0.3333333333333333,Unknown,0.23496503496503496,0.5170807453416149,0.5063530003774059,Suburu,Forrestor,0.7000000000000028,1,0.052631578947368585,0.47084421235857266
251,251,-0.9166666666666666,OH,250/500,0.0,0.8341232798806109,MALE,MD,sales,yachting,other-relative,0.0,1.0,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Northbend,4983 MLK Ridge,0.08695652173913043,0.6666666666666667,NO,0.5,0.6666666666666666,NO,0.34265734265734266,1.234472049689441,0.7388350735941628,Ford,F150,0.8000000000000114,1,0.052631578947368585,0.49619234116623145
252,252,0.16666666666666666,OH,100/300,0.0,-0.07275760443738831,FEMALE,High School,transport-moving,bungie-jumping,husband,0.0,0.5985598559855985,Vehicle Theft,No Collision,Trivial Damage,Police,WV,Springfield,9744 Texas Drive,0.21739130434782608,0.0,YES,0.5,0.3333333333333333,NO,0.031701631701631705,-0.9425465838509317,0.07611020254120016,Saab,95,0.15000000000000568,0,0.1578947368421053,0.6761314186248912
253,253,1.9166666666666667,OH,250/500,0.0,-0.8426557128528456,MALE,PhD,transport-moving,movies,wife,0.4129353233830846,0.3681368136813681,Single Vehicle Collision,Side Collision,Major Damage,Fire,OH,Riverwood,8821 Elm St,0.9130434782608695,0.0,Unknown,1.0,1.0,NO,0.2778554778554779,-0.12267080745341614,0.5239652786514027,Nissan,Maxima,0.45000000000000284,1,0.1578947368421053,0.8922976501305483
254,254,-1.25,OH,500/1000,0.3333333333333333,1.8656941393919806,FEMALE,JD,tech-support,base-jumping,wife,0.0,1.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,2886 Tree Ridge,0.9130434782608695,0.6666666666666667,NO,1.0,0.6666666666666666,NO,0.2680652680652681,0.7375776397515528,0.5778085293747641,Chevrolet,Tahoe,0.3500000000000085,1,0.1578947368421053,0.6261966927763273
255,255,1.5833333333333333,IL,100/300,0.0,-1.602473724686781,FEMALE,High School,farming-fishing,golf,own-child,0.0,1.0,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,5236 Weaver Drive,0.30434782608695654,0.6666666666666667,NO,0.0,0.3333333333333333,Unknown,0.45874125874125876,0.4798136645962733,0.49427600956095114,Dodge,RAM,0.0,0,0.9473684210526314,0.6804830287206266
256,256,-0.16666666666666666,IL,250/500,0.0,-0.4217092405684244,MALE,Associate,craft-repair,base-jumping,other-relative,0.0,1.0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,5862 Apache Ridge,0.6956521739130435,0.6666666666666667,YES,0.5,0.0,YES,0.47086247086247085,-0.2639751552795031,0.44382941250471764,Accura,TL,0.45000000000000284,0,0.0,0.5855091383812011
257,257,0.4166666666666667,OH,500/1000,1.0,0.10180016563285701,MALE,Associate,machine-op-inspct,cross-fit,other-relative,0.0,1.0,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,0.5652173913043478,0.0,YES,0.0,0.3333333333333333,NO,0.2988344988344988,0.9425465838509317,0.48295383067052466,Mercedes,C300,0.75,1,0.1578947368421053,0.7863359442993908
258,258,0.16666666666666666,IL,100/300,0.0,0.3540074601827071,FEMALE,MD,sales,base-jumping,husband,0.0,1.0,Vehicle Theft,No Collision,Trivial Damage,Police,NY,Springfield,6259 Weaver St,0.08695652173913043,0.0,YES,0.5,1.0,YES,0.03076923076923077,-0.9456521739130435,0.05723990439048938,Toyota,Camry,0.9500000000000028,0,0.0,0.3451914708442123
259,259,-0.6666666666666666,OH,250/500,1.0,0.7658982359447046,FEMALE,PhD,exec-managerial,dancing,unmarried,0.0,1.0,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbend,9980 Lincoln Ave,0.8260869565217391,0.6666666666666667,Unknown,0.0,0.6666666666666666,YES,0.24755244755244754,-0.2236024844720497,0.4667253742609134,Suburu,Impreza,0.0,1,0.9473684210526314,0.29134029590948646
260,260,-0.75,OH,250/500,0.3333333333333333,1.5305923920599458,FEMALE,Masters,priv-house-serv,skydiving,other-relative,0.0,0.576057605760576,Parked Car,No Collision,Trivial Damage,,SC,Riverwood,7828 Cherokee Ave,0.7391304347826086,0.0,Unknown,0.0,0.3333333333333333,NO,0.016317016317016316,-0.9937888198757764,0.03874701220279281,Dodge,Neon,0.9500000000000028,0,1.0,0.9240644038294169
261,261,-0.5833333333333334,IL,100/300,1.0,-0.5012436611567691,MALE,PhD,other-service,reading,husband,0.0,1.0,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Arlington,5812 Oak St,0.13043478260869565,0.0,Unknown,1.0,0.0,Unknown,0.27505827505827507,-0.13198757763975155,0.5929047678953328,Ford,Fusion,0.9000000000000057,1,0.052631578947368585,0.7324847693646649
262,262,0.4166666666666667,OH,250/500,0.0,0.9322198295398055,MALE,College,machine-op-inspct,golf,husband,0.0,0.6975697569756976,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NY,Arlington,2318 Washington Hwy,0.7391304347826086,0.6666666666666667,NO,0.0,0.3333333333333333,Unknown,0.32913752913752914,1.1444099378881987,0.6208328091583847,Volkswagen,Passat,0.9000000000000057,1,0.0,0.5455831157528286
263,263,0.16666666666666666,IN,500/1000,1.0,0.19776596316912853,MALE,Masters,armed-forces,base-jumping,other-relative,0.0,0.594959495949595,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,8809 Flute St,0.21739130434782608,0.6666666666666667,Unknown,0.5,0.3333333333333333,Unknown,0.2606060606060606,0.687888198757764,0.5617058749528243,Dodge,RAM,0.30000000000001137,0,0.8947368421052633,0.6147737162750218
264,264,-0.6666666666666666,IL,500/1000,1.0,-0.9039967883916151,FEMALE,MD,protective-serv,kayaking,wife,0.4417910447761194,0.5364536453645364,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbend,3184 Oak Ave,0.3913043478260869,0.0,NO,0.5,0.0,YES,0.2442890442890443,0.5791925465838509,0.5264813184048308,Volkswagen,Passat,0.75,0,0.10526315789473673,0.4640992167101827
265,265,1.5833333333333333,IL,250/500,0.0,0.5933073139879269,FEMALE,High School,craft-repair,movies,own-child,0.5124378109452736,1.0,Vehicle Theft,No Collision,Trivial Damage,Police,NC,Hillsdale,6493 Lincoln Lane,0.3913043478260869,0.0,NO,0.5,0.0,NO,0.04941724941724942,-0.8835403726708074,0.05912693420556046,Audi,A5,0.20000000000000284,0,0.9473684210526314,0.6309834638816362
266,266,0.5833333333333334,IL,250/500,0.3333333333333333,1.676098176454181,MALE,JD,machine-op-inspct,hiking,wife,0.34228855721393037,0.7020702070207021,Multi-vehicle Collision,Side Collision,Major Damage,Fire,PA,Columbus,7162 Maple Ave,0.3913043478260869,0.6666666666666667,Unknown,1.0,0.6666666666666666,Unknown,0.551981351981352,-0.12888198757763975,0.44596804629513154,Toyota,Camry,0.5500000000000114,1,0.052631578947368585,0.637402088772846
267,267,-0.75,IN,500/1000,1.0,-2.46981276672361,FEMALE,JD,handlers-cleaners,video-games,unmarried,0.518407960199005,0.5778577857785778,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Springfield,5455 Tree Ridge,0.9565217391304348,0.6666666666666667,NO,0.0,0.0,Unknown,0.73006993006993,0.16770186335403728,0.6886400805132721,BMW,X5,0.7000000000000028,0,0.21052631578947345,0.14131853785900783
268,268,-0.08333333333333333,OH,100/300,0.0,-0.722309193910049,MALE,Associate,protective-serv,reading,other-relative,0.0,0.45094509450945097,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,0.6521739130434783,0.6666666666666667,YES,0.0,1.0,NO,0.21491841491841493,-0.33229813664596275,0.4050824003019248,Nissan,Pathfinder,0.30000000000001137,0,0.8947368421052633,0.18178851174934726
269,269,-0.16666666666666666,IN,100/300,1.0,0.36785734898170824,FEMALE,Associate,machine-op-inspct,camping,wife,0.5751243781094527,0.5202520252025202,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Hillsdale,3797 Solo Lane,0.6086956521739131,0.6666666666666667,YES,1.0,1.0,YES,0.5846153846153846,-0.07453416149068323,0.6301421562460687,Chevrolet,Tahoe,0.6000000000000085,0,0.9473684210526314,0.5307876414273281
270,270,1.4166666666666667,OH,250/500,1.0,1.3650493425097592,MALE,College,handlers-cleaners,camping,husband,0.5512437810945274,1.0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Arlington,9373 Pine Hwy,0.2608695652173913,0.6666666666666667,Unknown,1.0,0.0,YES,0.7953379953379953,0.27639751552795033,0.7502830544722606,Toyota,Highlander,0.4000000000000057,0,0.052631578947368585,0.0731070496083551
271,271,0.16666666666666666,IL,100/300,0.3333333333333333,-0.019488801364308635,FEMALE,Associate,other-service,camping,wife,0.7084577114427861,1.0,Parked Car,No Collision,Minor Damage,,NY,Hillsdale,1365 Francis Ave,0.2608695652173913,0.0,NO,0.0,0.0,NO,0.026107226107226107,-1.0046583850931676,0.027299031324694932,Audi,A3,0.8500000000000085,0,0.0,0.765230635335074
272,272,0.75,IL,100/300,1.0,-0.7105081052292441,MALE,MD,craft-repair,paintball,other-relative,0.9144278606965175,1.0,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,0.9565217391304348,1.0,YES,1.0,0.0,Unknown,0.5146853146853146,0.6661490683229814,0.6241036608378413,Jeep,Grand Cherokee,0.75,1,0.052631578947368585,0.9260226283724978
